source_file,line,tag,attr,link,link_type,status,http_code,note
consolas\xbox\xbox-series-x-negro-1tb\index.html,70,script,src,/js/load-components.js,internal,OK,,
consolas\xbox\xbox-series-x-negro-1tb\index.html,71,script,src,/js/burger.js,internal,OK,,
consolas\xbox\xbox-series-x-negro-1tb\index.html,72,script,src,/js/smooth-scroll.js,internal,OK,,
consolas\xbox\xbox-series-x-negro-1tb\index.html,73,script,src,/js/template-item-1-loader.js,internal,OK,,
consolas\xbox\xbox-series-x-negro-1tb\index.html,74,script,src,/js/safe.js,internal,OK,,
consolas\xbox\xbox-series-x-negro-1tb\index.html,75,script,src,/js/metrics/metrics.js,internal,OK,,
index.html,6,script,src,https://www.googletagmanager.com/gtag/js?id=G-T48NB5YNN2,external,OK,200,
index.html,22,link,href,https://kamzilu.com/,external,OK,200,
index.html,28,link,href,/favicon.ico,internal,OK,,
index.html,29,link,href,/img/resources/kamzilu/favicon-192.png,internal,OK,,
index.html,30,link,href,/img/resources/kamzilu/favicon-192.png,internal,OK,,
index.html,49,link,href,https://fonts.googleapis.com,external,BROKEN,404,HTTPError 404
index.html,50,link,href,https://fonts.gstatic.com,external,BROKEN,404,HTTPError 404
index.html,51,link,href,https://fonts.googleapis.com/css2?family=Chakra+Petch:wght@400;500;600;700&family=Space+Grotesk:wght@300;400;500;600&family=Handjet:wght@400;600;800&family=Jersey+25&display=swap,external,OK,200,
index.html,56,link,href,/css/base.css,internal,OK,,
index.html,57,link,href,/css/header.css,internal,OK,,
index.html,58,link,href,/css/footer.css,internal,OK,,
index.html,59,link,href,/css/main.css,internal,OK,,
index.html,60,link,href,/css/utilities.css,internal,OK,,
index.html,61,link,href,/css/animations.css,internal,OK,,
index.html,64,link,href,/css/grid_1.css,internal,OK,,
index.html,119,img,src,/img/resources/icons/shopping-bag.png,internal,OK,,
index.html,129,img,src,/img/resources/icons/gamepad.png,internal,OK,,
index.html,138,img,src,/img/resources/icons/calendar.png,internal,OK,,
index.html,147,img,src,/img/resources/icons/secure-payment.png,internal,OK,,
index.html,162,script,src,/js/load-components.js,internal,OK,,
index.html,163,script,src,/js/burger.js,internal,OK,,
index.html,164,script,src,/js/smooth-scroll.js,internal,OK,,
index.html,165,script,src,/js/safe.js,internal,OK,,
index.html,166,script,src,/js/scroll-animations.js,internal,OK,,
index.html,167,script,src,/js/metrics/metrics.js,internal,OK,,
index.html,170,script,src,/js/hero-animations.js,internal,OK,,
index.html,171,script,src,/js/fill-cards-home.js,internal,OK,,
legal\aviso-legal.html,6,script,src,https://www.googletagmanager.com/gtag/js?id=G-T48NB5YNN2,external,OK,200,
legal\aviso-legal.html,23,link,href,https://kamzilu.com/legal/aviso-legal.html,external,OK,200,
legal\aviso-legal.html,26,link,href,/favicon.ico,internal,OK,,
legal\aviso-legal.html,27,link,href,/img/resources/kamzilu/favicon-192.png,internal,OK,,
legal\aviso-legal.html,28,link,href,/img/resources/kamzilu/favicon-192.png,internal,OK,,
legal\aviso-legal.html,31,link,href,https://fonts.googleapis.com/css2?family=Barlow+Condensed:wght@400;500;600&display=swap,external,OK,200,
legal\aviso-legal.html,32,link,href,https://fonts.googleapis.com/css2?family=Barlow:wght@300;400;500&display=swap,external,OK,200,
legal\aviso-legal.html,33,link,href,https://fonts.googleapis.com/css2?family=Handjet:wght@100..900&display=swap,external,OK,200,
legal\aviso-legal.html,36,link,href,https://fonts.googleapis.com/css2?family=Jersey+25&display=swap,external,OK,200,
legal\aviso-legal.html,39,link,href,/css/base.css,internal,OK,,
legal\aviso-legal.html,40,link,href,/css/header.css,internal,OK,,
legal\aviso-legal.html,41,link,href,/css/footer.css,internal,OK,,
legal\aviso-legal.html,42,link,href,/css/main.css,internal,OK,,
legal\aviso-legal.html,43,link,href,/css/utilities.css,internal,OK,,
legal\aviso-legal.html,44,link,href,/css/animations.css,internal,OK,,
legal\aviso-legal.html,47,link,href,/css/legal.css,internal,OK,,
legal\aviso-legal.html,50,script,src,/js/load-components.js,internal,OK,,
legal\aviso-legal.html,51,script,src,/js/burger.js,internal,OK,,
legal\aviso-legal.html,52,script,src,/js/smooth-scroll.js,internal,OK,,
legal\aviso-legal.html,53,script,src,/js/safe.js,internal,OK,,
legal\aviso-legal.html,54,script,src,/js/scroll-animations.js,internal,OK,,
legal\aviso-legal.html,55,script,src,/js/metrics/metrics.js,internal,OK,,
legal\aviso-legal.html,72,a,href,https://kamzilu.com/,external,OK,200,
legal\aviso-legal.html,141,a,href,mailto:kamzilu.mc@gmail.com,skipped,SKIPPED,,Esquema mailto: ignorado
legal\politica-cookies.html,6,script,src,https://www.googletagmanager.com/gtag/js?id=G-T48NB5YNN2,external,OK,200,
legal\politica-cookies.html,23,link,href,https://kamzilu.com/legal/politica-cookies.html,external,OK,200,
legal\politica-cookies.html,26,link,href,/favicon.ico,internal,OK,,
legal\politica-cookies.html,27,link,href,/img/resources/kamzilu/favicon-192.png,internal,OK,,
legal\politica-cookies.html,28,link,href,/img/resources/kamzilu/favicon-192.png,internal,OK,,
legal\politica-cookies.html,31,link,href,https://fonts.googleapis.com/css2?family=Barlow+Condensed:wght@400;500;600&display=swap,external,OK,200,
legal\politica-cookies.html,32,link,href,https://fonts.googleapis.com/css2?family=Barlow:wght@300;400;500&display=swap,external,OK,200,
legal\politica-cookies.html,33,link,href,https://fonts.googleapis.com/css2?family=Handjet:wght@100..900&display=swap,external,OK,200,
legal\politica-cookies.html,36,link,href,https://fonts.googleapis.com/css2?family=Jersey+25&display=swap,external,OK,200,
legal\politica-cookies.html,39,link,href,/css/base.css,internal,OK,,
legal\politica-cookies.html,40,link,href,/css/header.css,internal,OK,,
legal\politica-cookies.html,41,link,href,/css/footer.css,internal,OK,,
legal\politica-cookies.html,42,link,href,/css/main.css,internal,OK,,
legal\politica-cookies.html,43,link,href,/css/utilities.css,internal,OK,,
legal\politica-cookies.html,44,link,href,/css/animations.css,internal,OK,,
legal\politica-cookies.html,47,link,href,/css/legal.css,internal,OK,,
legal\politica-cookies.html,50,script,src,/js/load-components.js,internal,OK,,
legal\politica-cookies.html,51,script,src,/js/burger.js,internal,OK,,
legal\politica-cookies.html,52,script,src,/js/smooth-scroll.js,internal,OK,,
legal\politica-cookies.html,53,script,src,/js/safe.js,internal,OK,,
legal\politica-cookies.html,54,script,src,/js/scroll-animations.js,internal,OK,,
legal\politica-cookies.html,55,script,src,/js/metrics/metrics.js,internal,OK,,
legal\politica-cookies.html,150,a,href,mailto:contacto@kamzilu.com,skipped,SKIPPED,,Esquema mailto: ignorado
legal\politica-privacidad.html,6,script,src,https://www.googletagmanager.com/gtag/js?id=G-T48NB5YNN2,external,OK,200,
legal\politica-privacidad.html,23,link,href,https://kamzilu.com/legal/politica-privacidad.html,external,OK,200,
legal\politica-privacidad.html,26,link,href,/favicon.ico,internal,OK,,
legal\politica-privacidad.html,27,link,href,/img/resources/kamzilu/favicon-192.png,internal,OK,,
legal\politica-privacidad.html,28,link,href,/img/resources/kamzilu/favicon-192.png,internal,OK,,
legal\politica-privacidad.html,31,link,href,https://fonts.googleapis.com/css2?family=Barlow+Condensed:wght@400;500;600&display=swap,external,OK,200,
legal\politica-privacidad.html,32,link,href,https://fonts.googleapis.com/css2?family=Barlow:wght@300;400;500&display=swap,external,OK,200,
legal\politica-privacidad.html,33,link,href,https://fonts.googleapis.com/css2?family=Handjet:wght@100..900&display=swap,external,OK,200,
legal\politica-privacidad.html,36,link,href,https://fonts.googleapis.com/css2?family=Jersey+25&display=swap,external,OK,200,
legal\politica-privacidad.html,39,link,href,/css/base.css,internal,OK,,
legal\politica-privacidad.html,40,link,href,/css/header.css,internal,OK,,
legal\politica-privacidad.html,41,link,href,/css/footer.css,internal,OK,,
legal\politica-privacidad.html,42,link,href,/css/main.css,internal,OK,,
legal\politica-privacidad.html,43,link,href,/css/utilities.css,internal,OK,,
legal\politica-privacidad.html,44,link,href,/css/animations.css,internal,OK,,
legal\politica-privacidad.html,47,link,href,/css/legal.css,internal,OK,,
legal\politica-privacidad.html,50,script,src,/js/load-components.js,internal,OK,,
legal\politica-privacidad.html,51,script,src,/js/burger.js,internal,OK,,
legal\politica-privacidad.html,52,script,src,/js/smooth-scroll.js,internal,OK,,
legal\politica-privacidad.html,53,script,src,/js/safe.js,internal,OK,,
legal\politica-privacidad.html,54,script,src,/js/scroll-animations.js,internal,OK,,
legal\politica-privacidad.html,55,script,src,/js/metrics/metrics.js,internal,OK,,
legal\politica-privacidad.html,70,a,href,https://kamzilu.com/,external,OK,200,
legal\politica-privacidad.html,131,a,href,mailto:kamzilu.mc@gmail.com,skipped,SKIPPED,,Esquema mailto: ignorado
